"lon","lat","order"
105.885034,36.190612,270
105.884393,36.193814,271
105.88291,36.198678,272
105.882598,36.204244,273
105.882867,36.209106,274
105.884325,36.214377,275
105.886372,36.216153,276
105.888775,36.216156,277
105.895091,36.216514,278
105.902721,36.216554,279
105.910327,36.216265,280
105.918901,36.215055,281
105.926323,36.214308,282
105.935939,36.213557,283
105.941836,36.213344,284
105.947892,36.21348,285
105.952923,36.21189,286
105.960809,36.207234,287
105.96741,36.20301,288
105.975606,36.199159,289
105.981852,36.196028,290
105.988178,36.195015,291
105.994652,36.193891,292
105.999523,36.193821,293
106.003541,36.193833,294
106.003175,36.195876,295
106.001485,36.201333,296
106.0003,36.208182,297
106.000196,36.21047,298
105.999926,36.215976,299
105.999761,36.219481,300
105.999683,36.22102,301
105.999186,36.225364,302
105.998175,36.228548,303
105.997147,36.232185,304
105.996424,36.235371,305
105.995379,36.239241,306
105.99409,36.242413,307
105.993055,36.24628,308
105.991164,36.250121,309
105.988978,36.254178,310
105.986538,36.257537,311
105.98395,36.261867,312
105.983018,36.263697,313
105.98057,36.269273,314
105.977748,36.274685,315
105.975553,36.278973,316
105.974673,36.280757,317
105.973341,36.283489,318
105.970266,36.288209,319
105.967959,36.291759,320
105.969344,36.295846,321
105.971896,36.298832,322
105.973307,36.299572,323
105.9787,36.300915,324
105.981392,36.30264,325
105.981671,36.305964,326
105.979737,36.311625,327
105.98087,36.315407,328
105.984626,36.319084,329
105.994071,36.317562,330
105.99876,36.316836,331
106.007561,36.314807,332
106.014028,36.31322,333
106.017644,36.317804,334
106.018847,36.322738,335
106.024093,36.327451,336
106.024097,36.327481,337
106.026114,36.327925,338
106.029784,36.327627,339
106.034585,36.326959,340
106.038076,36.327216,341
106.040994,36.32805,342
106.04588,36.329917,343
106.051101,36.331205,344
106.05498,36.33297,345
106.056436,36.333194,346
106.058727,36.332774,347
106.061659,36.330899,348
106.064197,36.329303,349
106.06853,36.327694,350
106.07493,36.324982,351
106.076253,36.325249,352
106.07679,36.325948,353
106.077159,36.329739,354
106.078324,36.332032,355
106.079778,36.332255,356
106.083577,36.332353,357
106.085677,36.331653,358
106.091161,36.32421,359
106.096145,36.320693,360
106.1055,36.315449,361
106.109568,36.316349,362
106.116327,36.321484,363
106.122679,36.324064,364
106.127273,36.325168,365
106.133633,36.32476,366
106.136315,36.324731,367
106.141629,36.324929,368
106.151738,36.329421,369
106.158768,36.331984,370
106.174748,36.335551,371
106.178869,36.336952,372
106.181985,36.337939,373
106.186574,36.33895,374
106.190467,36.33916,375
106.195061,36.340471,376
106.197395,36.341808,377
106.199012,36.34439,378
106.200779,36.349868,379
106.203944,36.353924,380
106.20991,36.3588,381
106.227275,36.372117,382
106.233802,36.375327,383
106.245822,36.382486,384
106.24821,36.383569,385
106.251532,36.38362,386
106.259355,36.381619,387
106.264776,36.380925,388
106.267948,36.381362,389
106.270393,36.382488,390
106.272227,36.384943,391
106.273322,36.390602,392
106.277682,36.405438,393
106.27967,36.410748,394
106.281056,36.411545,395
106.283047,36.41063,396
106.285593,36.40809,397
106.288796,36.406951,398
106.295301,36.407444,399
106.297769,36.409766,400
106.300175,36.411449,401
106.302824,36.411893,402
106.308671,36.410731,403
106.310403,36.410033,404
106.312566,36.4098,405
106.314215,36.410424,406
106.315247,36.412035,407
106.314418,36.422445,408
106.31501,36.429303,409
106.316822,36.436407,410
106.320877,36.444768,411
106.32853,36.456252,412
106.328553,36.457574,413
106.328452,36.457873,414
106.327234,36.457756,415
106.322218,36.452132,416
106.318592,36.450374,417
106.317479,36.450214,418
106.316488,36.451033,419
106.316423,36.459689,420
106.315619,36.465281,421
106.31482,36.471172,422
106.313634,36.472974,423
106.312638,36.473537,424
106.311277,36.47436,425
106.310766,36.47543,426
106.310789,36.476794,427
106.311946,36.479555,428
106.316438,36.482413,429
106.3231,36.485251,430
106.326492,36.485561,431
106.328826,36.485923,432
106.330314,36.486251,433
106.33176,36.487261,434
106.334296,36.490094,435
106.336143,36.492891,436
106.336849,36.49702,437
106.337416,36.500274,438
106.337918,36.50072,439
106.339085,36.50088,440
106.342512,36.500123,441
106.347789,36.499263,442
106.349329,36.499547,443
106.351371,36.501319,444
106.353256,36.506246,445
106.356609,36.510393,446
106.358751,36.511822,447
106.362696,36.513489,448
106.365926,36.513627,449
106.369438,36.514786,450
106.371255,36.515834,451
106.375066,36.515966,452
106.379545,36.515024,453
106.388959,36.512238,454
106.393,36.510659,455
106.398112,36.509877,456
106.401705,36.509921,457
106.40325,36.510628,458
106.40576,36.512134,459
106.409277,36.513883,460
106.411639,36.516029,461
106.410921,36.519386,462
106.411936,36.519012,463
106.4127,36.518825,464
106.413221,36.518556,465
106.414393,36.518182,466
106.415921,36.517587,467
106.417492,36.517017,468
106.418281,36.516344,469
106.418949,36.515579,470
106.420104,36.514836,471
106.420919,36.514601,472
106.423219,36.514617,473
106.425709,36.514984,474
106.427305,36.515282,475
106.428849,36.515962,476
106.430262,36.517103,477
106.432179,36.518139,478
106.433298,36.518081,479
106.434321,36.517133,480
106.435075,36.516281,481
106.436384,36.514517,482
106.438369,36.512078,483
106.441863,36.508395,484
106.447764,36.503491,485
106.449964,36.501203,486
106.451827,36.499758,487
106.453872,36.497869,488
106.455742,36.496932,489
106.457051,36.497024,490
106.458047,36.497257,491
106.460238,36.498728,492
106.461554,36.499259,493
106.462767,36.499561,494
106.463174,36.499486,495
106.46339,36.499081,496
106.463736,36.497617,497
106.46481,36.496421,498
106.466031,36.495619,499
106.466793,36.495621,500
106.467278,36.495854,501
106.46791,36.496278,502
106.46823,36.496643,503
106.468576,36.496946,504
106.469009,36.497084,505
106.469425,36.496865,506
106.469875,36.496604,507
106.470264,36.496386,508
106.470879,36.496258,509
106.471494,36.496248,510
106.472169,36.49645,511
106.472844,36.496531,512
106.474099,36.496224,513
106.47538,36.495664,514
106.477077,36.494622,515
106.477639,36.4934,516
106.477613,36.492272,517
106.477587,36.490895,518
106.47757,36.489836,519
106.477639,36.488672,520
106.478098,36.487528,521
106.479361,36.486083,522
106.480556,36.484816,523
106.481542,36.483437,524
106.482598,36.48188,525
106.483524,36.481113,526
106.483749,36.480939,527
106.484536,36.480728,528
106.485704,36.480764,529
106.486405,36.481061,530
106.48753,36.481258,531
106.488257,36.48156,532
106.488474,36.481893,533
106.489175,36.482816,534
106.489919,36.482736,535
106.490776,36.482525,536
106.491018,36.482446,537
106.491226,36.482593,538
106.491234,36.482884,539
106.491139,36.483158,540
106.490776,36.483784,541
106.490473,36.484558,542
106.490508,36.484619,543
106.490334,36.485123,544
106.490205,36.485592,545
106.491027,36.48945,546
106.492282,36.49325,547
106.492334,36.493389,548
106.492377,36.493462,549
106.49345,36.494549,550
106.494402,36.494494,551
106.494757,36.494446,552
106.495925,36.493122,553
